transaction_id,account_id,transaction_type,amount
1825,902,Withdrawal,3825.51
1826,39,Withdrawal,3294.35
1827,28,Deposit,2309
1828,878,Deposit,4618.07
1829,452,Withdrawal,853.65
1830,768,Withdrawal,1254.2
1831,833,Deposit,3772.31
1832,616,Deposit,4005.02
1833,351,Deposit,4348.33
1834,974,Withdrawal,3381.08
1835,765,Deposit,3634.56
1836,752,Deposit,4773.48
1837,721,Withdrawal,1319.71
1838,582,Withdrawal,4832.17
1839,106,Withdrawal,2323.54
1840,434,Withdrawal,3135.76
1841,693,Withdrawal,1816.36
1842,875,Deposit,4296.86
1843,191,Withdrawal,4355.94
1844,586,Withdrawal,962.76
1845,612,Withdrawal,3192.8
1846,60,Withdrawal,946.64
1847,104,Withdrawal,2580.88
1848,623,Withdrawal,4680.36
1849,749,Deposit,3768.84
1850,71,Deposit,4652.31
1851,132,Deposit,3046.93
1852,777,Deposit,1199.47
1853,646,Deposit,3731.49
1854,646,Withdrawal,2983.55
1855,663,Withdrawal,1684.05
1856,138,Deposit,4222.87
1857,358,Deposit,3512.29
1858,238,Withdrawal,4117.99
1859,149,Deposit,3239.71
1860,815,Withdrawal,2663.01
1861,321,Withdrawal,3074.59
1862,228,Deposit,3451.06
1863,62,Deposit,2567.48
1864,615,Deposit,1700.98
1865,336,Withdrawal,2021.52
1866,241,Withdrawal,3474.97
1867,808,Deposit,2684.78
1868,86,Withdrawal,1748.73
1869,501,Deposit,3082.4
1870,595,Deposit,2819.2
1871,957,Withdrawal,1403.75
1872,955,Deposit,3044.35
1873,929,Withdrawal,904.36
1874,313,Deposit,1176.83
1875,624,Deposit,1287.29
1876,585,Withdrawal,4862.59
1877,353,Deposit,4043.73
1878,116,Withdrawal,1006.09
1879,484,Withdrawal,1234.39
1880,839,Withdrawal,3791.54
1881,355,Withdrawal,3763.78
1882,907,Withdrawal,4563.16
1883,509,Withdrawal,2274.27
1884,149,Withdrawal,3251.48
1885,757,Deposit,1386.11
1886,975,Deposit,905.98
1887,101,Deposit,2805.93
1888,524,Withdrawal,2235.67
1889,958,Deposit,1520.54
1890,868,Deposit,2287.68
1891,184,Deposit,3679.1
1892,797,Withdrawal,927.56
1893,469,Deposit,3295.24
1894,586,Deposit,649.36
1895,59,Deposit,2760.69
1896,887,Withdrawal,3232.43
1897,96,Deposit,1812.64
1898,975,Deposit,3152.26
1899,551,Withdrawal,3765.24
1900,158,Withdrawal,773.15
1901,105,Withdrawal,2841.12
1902,18,Withdrawal,4144.42
1903,825,Withdrawal,4727.44
1904,97,Deposit,2827.87
1905,25,Deposit,2359.56
1906,501,Withdrawal,4901.82
1907,625,Withdrawal,2182.03
1908,554,Withdrawal,2821.17
1909,525,Deposit,3453.51
1910,365,Deposit,1908.6
1911,113,Deposit,1189.39
1912,14,Deposit,858.19
1913,173,Withdrawal,977.98
1914,465,Deposit,4256.49
1915,239,Deposit,2434.99
1916,415,Withdrawal,783.71
1917,86,Withdrawal,1600.96
1918,937,Deposit,4308.75
1919,250,Deposit,1432.1
1920,319,Deposit,2065.43
1921,50,Deposit,4358.32
1922,156,Deposit,2097.17
1923,639,Withdrawal,2151.66
1924,579,Withdrawal,988.61
1925,685,Withdrawal,3979.18
1926,430,Withdrawal,1066.49
1927,137,Withdrawal,1507.16
1928,578,Deposit,2589.16
1929,287,Deposit,926.93
1930,605,Withdrawal,1802.15
1931,513,Deposit,1888.58
1932,107,Deposit,2977.99
1933,889,Withdrawal,2582.77
1934,27,Deposit,501.43
1935,720,Withdrawal,3725.64
1936,151,Withdrawal,2792.62
1937,152,Deposit,4725.11
1938,617,Deposit,2289.92
1939,89,Withdrawal,1901.46
1940,509,Deposit,1169.79
1941,125,Withdrawal,937.95
1942,995,Withdrawal,503.41
1943,652,Deposit,3738.02
1944,180,Withdrawal,1026.89
1945,853,Deposit,1118.12
1946,352,Deposit,4863.91
1947,600,Withdrawal,1255.15
1948,365,Withdrawal,2170.99
1949,189,Withdrawal,2819.59
1950,688,Withdrawal,1269.07
1951,473,Withdrawal,4432.44
1952,829,Withdrawal,4494.26
1953,379,Deposit,1715.12
1954,971,Withdrawal,1900.61
1955,970,Deposit,2611.51
1956,446,Withdrawal,4316.15
1957,12,Withdrawal,4083.08
1958,925,Deposit,665.95
1959,827,Withdrawal,1560.72
1960,979,Withdrawal,2508
1961,886,Deposit,631.13
1962,816,Deposit,1054.61
1963,190,Deposit,2631.88
1964,80,Deposit,3586.11
1965,79,Deposit,2256.59
1966,258,Deposit,2860.79
1967,670,Withdrawal,2534
1968,288,Deposit,4665.98
1969,729,Deposit,2073.42
1970,948,Withdrawal,4997.29
1971,687,Withdrawal,3323.63
1972,124,Withdrawal,1225.16
1973,74,Deposit,3521.08
1974,174,Deposit,3980.98
1975,940,Withdrawal,4387.51
1976,238,Deposit,711.63
1977,623,Deposit,4035.67
1978,291,Deposit,4745.68
1979,325,Withdrawal,2133.32
1980,270,Withdrawal,2839.58
1981,348,Withdrawal,1767.41
1982,27,Withdrawal,3831.25
1983,335,Withdrawal,2873.2
1984,784,Deposit,2451.71
1985,472,Withdrawal,687.85
1986,846,Withdrawal,1508.35
1987,465,Deposit,1507.39
1988,346,Withdrawal,4116.26
1989,847,Deposit,531.58
1990,215,Withdrawal,2177.65
1991,374,Withdrawal,3620
1992,899,Withdrawal,2179.68
1993,551,Withdrawal,1886.61
1994,263,Deposit,1637.36
1995,696,Withdrawal,1459.13
1996,543,Deposit,1557.41
1997,629,Deposit,2327.07
1998,288,Deposit,588.04
1999,892,Withdrawal,4452.44
2000,923,Deposit,3122.7
34,589,Withdrawal,4030.87
35,923,Deposit,4622.37
36,194,Deposit,2385.14
37,646,Withdrawal,1580.6
38,866,Deposit,2304.79
39,9,Withdrawal,4353.53
40,716,Withdrawal,3631.94
41,388,Withdrawal,2241.06
42,220,Deposit,1384.26
43,502,Deposit,1169.12
44,24,Deposit,4768.04
45,8,Withdrawal,3332.01
46,556,Withdrawal,574.96
47,272,Withdrawal,1682.79
48,980,Withdrawal,2791.45
49,377,Withdrawal,3439.46
50,346,Withdrawal,943.01
51,219,Deposit,4463.51
52,473,Deposit,4766.12
53,699,Withdrawal,1910.76
54,300,Deposit,813.97
55,330,Deposit,1218.08
56,594,Withdrawal,3737.25
57,572,Withdrawal,2269.32
58,755,Withdrawal,1477.29
59,972,Deposit,1652.93
60,397,Withdrawal,3834.67
61,35,Deposit,3569.67
62,144,Deposit,2786.94
63,892,Deposit,1842.3
64,717,Deposit,1629.44
65,620,Deposit,2311.93
66,486,Withdrawal,4436.16
67,404,Deposit,4752.13
68,466,Deposit,2392.74
69,758,Withdrawal,1455.68
70,755,Deposit,3942.53
71,865,Withdrawal,1360.43
72,251,Withdrawal,1769.64
73,148,Deposit,1580.93
74,250,Deposit,2912.88
75,464,Withdrawal,2345.97
76,83,Deposit,1415.96
77,733,Withdrawal,3465.42
78,125,Deposit,2008.45
79,702,Deposit,4423.46
80,144,Deposit,649.49
81,393,Withdrawal,1495.71
82,520,Deposit,4009.92
83,263,Deposit,2363.3
84,217,Deposit,1971.45
85,839,Deposit,3360.95
86,88,Withdrawal,4911.69
87,541,Withdrawal,806.26
88,920,Deposit,649.94
89,777,Withdrawal,4794.2
90,921,Deposit,983.51
91,464,Deposit,4020.8
92,772,Withdrawal,822.68
93,194,Withdrawal,1700.3
94,398,Deposit,1280.29
